Modelo,Usa_Penalidade,ID_Fluxo,Rota,Tipo_Rota,Origem,Lat_O,Lon_O,Destino,Lat_D,Lon_D,Custo_Horas,Doses,Vacina,Modal
5,False,PA_Belem_AstraZeneca,PA -> Belem,kj,PA,-5.53,-52.29,Belem,-1.4554,-48.5051,3.004,1435,AstraZeneca,aereo
5,False,PA_Belem_CoronaVac,PA -> Belem,kj,PA,-5.53,-52.29,Belem,-1.4554,-48.5051,3.004,1903,CoronaVac,aereo
5,False,PB_JoaoPessoa_CoronaVac,PB -> JoaoPessoa,kj,PB,-7.06,-35.55,JoaoPessoa,-7.1688,-34.8638,2.125,1389,CoronaVac,aereo
5,False,PB_JoaoPessoa_Janssen,PB -> JoaoPessoa,kj,PB,-7.06,-35.55,JoaoPessoa,-7.1688,-34.8638,2.125,192,Janssen,aereo
5,False,PR_Curitiba_Pfizer,PR -> Curitiba,kj,PR,-24.89,-51.55,Curitiba,-25.429,-49.2671,2.386,1331,Pfizer,aereo
5,False,PR_Curitiba_AstraZeneca,PR -> Curitiba,kj,PR,-24.89,-51.55,Curitiba,-25.429,-49.2671,2.386,8028,AstraZeneca,aereo
5,False,PR_Curitiba_Janssen,PR -> Curitiba,kj,PR,-24.89,-51.55,Curitiba,-25.429,-49.2671,2.386,560,Janssen,aereo
5,False,PI_Teresina_Pfizer,PI -> Teresina,kj,PI,-8.28,-43.68,Teresina,-5.0911,-42.8116,2.597,4285,Pfizer,aereo
5,False,RJ_RioDeJaneiro_Pfizer,RJ -> RioDeJaneiro,kj,RJ,-22.84,-43.15,RioDeJaneiro,-22.9068,-43.1729,0.669,20191,Pfizer,rodoviario
5,False,RJ_RioDeJaneiro_CoronaVac,RJ -> RioDeJaneiro,kj,RJ,-22.84,-43.15,RioDeJaneiro,-22.9068,-43.1729,0.669,5459,CoronaVac,rodoviario
5,False,RN_Natal_Pfizer,RN -> Natal,kj,RN,-5.22,-36.52,Natal,-5.8301,-35.2128,2.260,2954,Pfizer,aereo
5,False,RN_Natal_CoronaVac,RN -> Natal,kj,RN,-5.22,-36.52,Natal,-5.8301,-35.2128,2.260,2489,CoronaVac,aereo
5,False,RN_Natal_Janssen,RN -> Natal,kj,RN,-5.22,-36.52,Natal,-5.8301,-35.2128,2.260,544,Janssen,aereo
5,False,RO_PortoVelho_Pfizer,RO -> PortoVelho,kj,RO,-11.22,-62.8,PortoVelho,-8.7494,-63.9106,2.488,1663,Pfizer,aereo
5,False,RO_PortoVelho_CoronaVac,RO -> PortoVelho,kj,RO,-11.22,-62.8,PortoVelho,-8.7494,-63.9106,2.488,659,CoronaVac,aereo
5,False,RO_PortoVelho_Janssen,RO -> PortoVelho,kj,RO,-11.22,-62.8,PortoVelho,-8.7494,-63.9106,2.488,342,Janssen,aereo
5,False,RS_PortoAlegre_Pfizer,RS -> PortoAlegre,kj,RS,-30.01,-51.22,PortoAlegre,-30.0346,-51.2177,0.559,458,Pfizer,rodoviario
5,False,RS_PortoAlegre_AstraZeneca,RS -> PortoAlegre,kj,RS,-30.01,-51.22,PortoAlegre,-30.0346,-51.2177,0.559,826,AstraZeneca,rodoviario
5,False,RS_PortoAlegre_Janssen,RS -> PortoAlegre,kj,RS,-30.01,-51.22,PortoAlegre,-30.0346,-51.2177,0.559,459,Janssen,rodoviario
5,False,RR_BoaVista_Pfizer,RR -> BoaVista,kj,RR,1.89,-61.22,BoaVista,2.8212,-60.673,2.195,913,Pfizer,aereo
5,False,RR_BoaVista_CoronaVac,RR -> BoaVista,kj,RR,1.89,-61.22,BoaVista,2.8212,-60.673,2.195,523,CoronaVac,aereo
5,False,SC_Florianopolis_Pfizer,SC -> Florianopolis,kj,SC,-27.33,-49.44,Florianopolis,-27.5945,-48.5477,2.151,592,Pfizer,aereo
5,False,SC_Florianopolis_AstraZeneca,SC -> Florianopolis,kj,SC,-27.33,-49.44,Florianopolis,-27.5945,-48.5477,2.151,1207,AstraZeneca,aereo
5,False,SE_Aracaju_AstraZeneca,SE -> Aracaju,kj,SE,-10.9,-37.07,Aracaju,-10.9444,-37.069,0.607,1907,AstraZeneca,rodoviario
5,False,SE_Aracaju_Janssen,SE -> Aracaju,kj,SE,-10.9,-37.07,Aracaju,-10.9444,-37.069,0.607,40,Janssen,rodoviario
5,False,SP_SaoPaulo_CoronaVac,SP -> SaoPaulo,kj,SP,-23.55,-46.64,SaoPaulo,-23.5505,-46.6333,0.515,6658,CoronaVac,rodoviario
5,False,SP_SaoPaulo_Janssen,SP -> SaoPaulo,kj,SP,-23.55,-46.64,SaoPaulo,-23.5505,-46.6333,0.515,4663,Janssen,rodoviario
5,False,TO_Palmas_Pfizer,TO -> Palmas,kj,TO,-10.25,-48.25,Palmas,-10.1845,-48.3337,0.754,16,Pfizer,rodoviario
5,False,PortoVelho_RO_Renato_Medeiros_Pfizer,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,0.645,3106,Pfizer,rodoviario
5,False,PortoVelho_RO_Renato_Medeiros_AstraZeneca,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,0.645,3106,AstraZeneca,rodoviario
5,False,PortoVelho_RO_Renato_Medeiros_CoronaVac,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,0.645,3106,CoronaVac,rodoviario
5,False,PortoVelho_RO_Renato_Medeiros_Janssen,PortoVelho -> RO_Renato_Medeiros,jp,PortoVelho,-8.7494,-63.9106,RO_Renato_Medeiros,-8.805342,-63.887928,0.645,517,Janssen,rodoviario
5,False,PortoVelho_RO_Mariana_Pfizer,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,0.724,3106,Pfizer,rodoviario
5,False,PortoVelho_RO_Mariana_AstraZeneca,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,0.724,3106,AstraZeneca,rodoviario
5,False,PortoVelho_RO_Mariana_CoronaVac,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,0.724,3106,CoronaVac,rodoviario
5,False,PortoVelho_RO_Mariana_Janssen,PortoVelho -> RO_Mariana,jp,PortoVelho,-8.7494,-63.9106,RO_Mariana,-8.771103,-63.819078,0.724,517,Janssen,rodoviario
5,False,RioBranco_AC_Deusimar_Pinheiro_Pfizer,RioBranco -> AC_Deusimar_Pinheiro,jp,RioBranco,-9.9724,-67.8101,AC_Deusimar_Pinheiro,-9.944584,-67.817296,0.569,2334,Pfizer,rodoviario
5,False,RioBranco_AC_Deusimar_Pinheiro_AstraZeneca,RioBranco -> AC_Deusimar_Pinheiro,jp,RioBranco,-9.9724,-67.8101,AC_Deusimar_Pinheiro,-9.944584,-67.817296,0.569,2334,AstraZeneca,rodoviario
5,False,RioBranco_AC_Deusimar_Pinheiro_CoronaVac,RioBranco -> AC_Deusimar_Pinheiro,jp,RioBranco,-9.9724,-67.8101,AC_Deusimar_Pinheiro,-9.944584,-67.817296,0.569,2334,CoronaVac,rodoviario
5,False,RioBranco_AC_Deusimar_Pinheiro_Janssen,RioBranco -> AC_Deusimar_Pinheiro,jp,RioBranco,-9.9724,-67.8101,AC_Deusimar_Pinheiro,-9.944584,-67.817296,0.569,389,Janssen,rodoviario
5,False,RioBranco_AC_Rozangela_Pimentel_Pfizer,RioBranco -> AC_Rozangela_Pimentel,jp,RioBranco,-9.9724,-67.8101,AC_Rozangela_Pimentel,-9.977029,-67.88469,0.677,2334,Pfizer,rodoviario
5,False,RioBranco_AC_Rozangela_Pimentel_AstraZeneca,RioBranco -> AC_Rozangela_Pimentel,jp,RioBranco,-9.9724,-67.8101,AC_Rozangela_Pimentel,-9.977029,-67.88469,0.677,2334,AstraZeneca,rodoviario
5,False,RioBranco_AC_Rozangela_Pimentel_CoronaVac,RioBranco -> AC_Rozangela_Pimentel,jp,RioBranco,-9.9724,-67.8101,AC_Rozangela_Pimentel,-9.977029,-67.88469,0.677,2334,CoronaVac,rodoviario
5,False,RioBranco_AC_Rozangela_Pimentel_Janssen,RioBranco -> AC_Rozangela_Pimentel,jp,RioBranco,-9.9724,-67.8101,AC_Rozangela_Pimentel,-9.977029,-67.88469,0.677,389,Janssen,rodoviario
5,False,Manaus_AM_Luiz_Montenegro_Pfizer,Manaus -> AM_Luiz_Montenegro,jp,Manaus,-3.0922,-60.0604,AM_Luiz_Montenegro,-3.112497,-60.021908,0.605,13822,Pfizer,rodoviario
5,False,Manaus_AM_Luiz_Montenegro_AstraZeneca,Manaus -> AM_Luiz_Montenegro,jp,Manaus,-3.0922,-60.0604,AM_Luiz_Montenegro,-3.112497,-60.021908,0.605,13822,AstraZeneca,rodoviario
5,False,Manaus_AM_Luiz_Montenegro_CoronaVac,Manaus -> AM_Luiz_Montenegro,jp,Manaus,-3.0922,-60.0604,AM_Luiz_Montenegro,-3.112497,-60.021908,0.605,13822,CoronaVac,rodoviario
5,False,Manaus_AM_Luiz_Montenegro_Janssen,Manaus -> AM_Luiz_Montenegro,jp,Manaus,-3.0922,-60.0604,AM_Luiz_Montenegro,-3.112497,-60.021908,0.605,2303,Janssen,rodoviario
5,False,Manaus_AM_Silas_Santos_Pfizer,Manaus -> AM_Silas_Santos,jp,Manaus,-3.0922,-60.0604,AM_Silas_Santos,-3.075122,-59.931769,0.812,13822,Pfizer,rodoviario
5,False,Manaus_AM_Silas_Santos_AstraZeneca,Manaus -> AM_Silas_Santos,jp,Manaus,-3.0922,-60.0604,AM_Silas_Santos,-3.075122,-59.931769,0.812,13822,AstraZeneca,rodoviario
5,False,Manaus_AM_Silas_Santos_CoronaVac,Manaus -> AM_Silas_Santos,jp,Manaus,-3.0922,-60.0604,AM_Silas_Santos,-3.075122,-59.931769,0.812,13822,CoronaVac,rodoviario
5,False,Manaus_AM_Silas_Santos_Janssen,Manaus -> AM_Silas_Santos,jp,Manaus,-3.0922,-60.0604,AM_Silas_Santos,-3.075122,-59.931769,0.812,2303,Janssen,rodoviario
5,False,BoaVista_RR_Sao_Vicente_Pfizer,BoaVista -> RR_Sao_Vicente,jp,BoaVista,2.8212,-60.673,RR_Sao_Vicente,2.809521,-60.679099,0.532,2912,Pfizer,rodoviario
5,False,BoaVista_RR_Sao_Vicente_AstraZeneca,BoaVista -> RR_Sao_Vicente,jp,BoaVista,2.8212,-60.673,RR_Sao_Vicente,2.809521,-60.679099,0.532,2912,AstraZeneca,rodoviario
5,False,BoaVista_RR_Sao_Vicente_CoronaVac,BoaVista -> RR_Sao_Vicente,jp,BoaVista,2.8212,-60.673,RR_Sao_Vicente,2.809521,-60.679099,0.532,2912,CoronaVac,rodoviario
5,False,BoaVista_RR_Sao_Vicente_Janssen,BoaVista -> RR_Sao_Vicente,jp,BoaVista,2.8212,-60.673,RR_Sao_Vicente,2.809521,-60.679099,0.532,485,Janssen,rodoviario
5,False,BoaVista_RR_CMI_Pfizer,BoaVista -> RR_CMI,jp,BoaVista,2.8212,-60.673,RR_CMI,2.830223,-60.704874,0.580,2912,Pfizer,rodoviario
5,False,BoaVista_RR_CMI_AstraZeneca,BoaVista -> RR_CMI,jp,BoaVista,2.8212,-60.673,RR_CMI,2.830223,-60.704874,0.580,2912,AstraZeneca,rodoviario
